Store,Date,Weekly_Sales,IsHoliday
1,23-09-2011,43390.94,FALSE
1,30-09-2011,46045.09,FALSE
1,07-10-2011,49880.69,FALSE
1,14-10-2011,43306.38,FALSE
1,21-10-2011,42487.67,FALSE
1,28-10-2011,41682.4,FALSE
1,04-11-2011,47313.62,FALSE
1,11-11-2011,44936.47,FALSE
1,18-11-2011,43997.78,FALSE
1,25-11-2011,44259.59,TRUE
1,02-12-2011,45928.14,FALSE
1,09-12-2011,49357.43,FALSE
1,16-12-2011,51137.42,FALSE
1,23-12-2011,65615.36,FALSE
1,30-12-2011,43539.94,TRUE
1,06-01-2012,44481.38,FALSE
1,13-01-2012,43353.09,FALSE
1,20-01-2012,43753.43,FALSE
1,27-01-2012,41556.23,FALSE
1,03-02-2012,54322.24,FALSE
1,10-02-2012,50581.06,TRUE
1,17-02-2012,46085.47,FALSE
1,24-02-2012,47080.12,FALSE
1,02-03-2012,52608.51,FALSE
1,09-03-2012,48563.69,FALSE
1,16-03-2012,47346.32,FALSE
1,23-03-2012,44796.03,FALSE
1,30-03-2012,46529.68,FALSE
1,06-04-2012,51805.88,FALSE
1,13-04-2012,43991.18,FALSE
1,20-04-2012,45561.85,FALSE
1,27-04-2012,45456.23,FALSE
1,04-05-2012,50501.3,FALSE
1,11-05-2012,46717.76,FALSE
1,18-05-2012,44411.23,FALSE
1,25-05-2012,45817.07,FALSE
1,01-06-2012,47425.29,FALSE
1,08-06-2012,49439.58,FALSE
1,15-06-2012,46637.48,FALSE
1,22-06-2012,46075,FALSE
1,29-06-2012,47629.14,FALSE
1,06-07-2012,49771.92,FALSE
1,13-07-2012,44411.95,FALSE
1,20-07-2012,45108.22,FALSE
1,27-07-2012,45008.22,FALSE
1,03-08-2012,49424.06,FALSE
1,10-08-2012,46729.91,FALSE
1,17-08-2012,46350.97,FALSE
1,24-08-2012,44972.52,FALSE
1,31-08-2012,50995.5,FALSE
1,07-09-2012,47344.5,TRUE
1,14-09-2012,44493.61,FALSE
1,21-09-2012,43541.07,FALSE
1,28-09-2012,45784.76,FALSE
1,05-10-2012,48577.08,FALSE
1,12-10-2012,42112.67,FALSE
1,19-10-2012,42354.72,FALSE
1,26-10-2012,43134.88,FALSE
2,05-02-2010,74661.16,FALSE
2,12-02-2010,65487.46,TRUE
2,19-02-2010,70853.58,FALSE
2,26-02-2010,64963.9,FALSE
2,05-03-2010,68428.64,FALSE
2,12-03-2010,66622.03,FALSE
2,19-03-2010,64307.01,FALSE
2,26-03-2010,59770.18,FALSE
2,02-04-2010,68286.2,FALSE
2,09-04-2010,64295.22,FALSE
2,16-04-2010,65172.2,FALSE
2,23-04-2010,66471.86,FALSE
2,30-04-2010,65054.02,FALSE
2,07-05-2010,68976.37,FALSE
2,14-05-2010,62666.91,FALSE
2,21-05-2010,69699.5,FALSE
2,28-05-2010,68750.86,FALSE
2,04-06-2010,68994.35,FALSE
2,11-06-2010,72603.29,FALSE
2,18-06-2010,69633.65,FALSE
2,25-06-2010,68587.69,FALSE
2,02-07-2010,72107.47,FALSE
2,09-07-2010,66045.13,FALSE
2,16-07-2010,69430.49,FALSE
2,23-07-2010,66465.49,FALSE
2,30-07-2010,67829.52,FALSE
2,06-08-2010,69920.91,FALSE
2,13-08-2010,69947,FALSE
2,20-08-2010,69472.79,FALSE
2,27-08-2010,69300.7,FALSE
2,03-09-2010,70081.13,FALSE
2,10-09-2010,65663.65,TRUE
2,17-09-2010,64649.52,FALSE
2,24-09-2010,65789.27,FALSE
2,01-10-2010,66423.44,FALSE
2,08-10-2010,64252.04,FALSE
2,15-10-2010,63597.23,FALSE
2,22-10-2010,62810.47,FALSE
2,29-10-2010,63125.76,FALSE
2,05-11-2010,64267.74,FALSE
2,12-11-2010,62367.28,FALSE
2,19-11-2010,65120.69,FALSE
2,26-11-2010,66864.2,TRUE
2,03-12-2010,62758.12,FALSE
2,10-12-2010,66513.13,FALSE
2,17-12-2010,74559.82,FALSE
2,24-12-2010,91738.44,FALSE
2,31-12-2010,55375.52,TRUE
2,07-01-2011,62974.44,FALSE
2,14-01-2011,56606.3,FALSE
2,21-01-2011,62126.32,FALSE
2,28-01-2011,59940.76,FALSE
2,04-02-2011,60069.23,FALSE
2,11-02-2011,70619.64,TRUE
2,18-02-2011,69487.17,FALSE
2,25-02-2011,65829.84,FALSE
2,04-03-2011,70042.14,FALSE
2,11-03-2011,67898.82,FALSE
2,18-03-2011,64567.4,FALSE
2,25-03-2011,60715.5,FALSE
2,01-04-2011,65018.79,FALSE
2,08-04-2011,61878.07,FALSE
2,15-04-2011,62959.75,FALSE
2,22-04-2011,64738.13,FALSE
2,29-04-2011,62751.61,FALSE
2,06-05-2011,63235.76,FALSE
2,13-05-2011,62941.61,FALSE
2,20-05-2011,61960.83,FALSE
2,27-05-2011,64755.07,FALSE
2,03-06-2011,65848.98,FALSE
2,10-06-2011,66831.49,FALSE
2,17-06-2011,66648.26,FALSE
2,24-06-2011,61507.28,FALSE
2,01-07-2011,64838.42,FALSE
2,08-07-2011,64206.49,FALSE
2,15-07-2011,63850.33,FALSE
2,22-07-2011,64188.7,FALSE
2,29-07-2011,62022.55,FALSE
2,05-08-2011,67755.05,FALSE
2,12-08-2011,66849.04,FALSE
2,19-08-2011,67360.35,FALSE
2,26-08-2011,69418.62,FALSE
2,02-09-2011,66006.89,FALSE
2,09-09-2011,60703.72,TRUE
2,16-09-2011,59135.08,FALSE
2,23-09-2011,61107.02,FALSE
2,30-09-2011,61698.6,FALSE
2,07-10-2011,64978.04,FALSE
2,14-10-2011,62476.91,FALSE
2,21-10-2011,60669.07,FALSE
2,28-10-2011,59276.11,FALSE
2,04-11-2011,65483.49,FALSE
2,11-11-2011,61463.38,FALSE
2,18-11-2011,61442.83,FALSE
2,25-11-2011,64808.41,TRUE
2,02-12-2011,60333.21,FALSE
2,09-12-2011,66160.47,FALSE
2,16-12-2011,73364.19,FALSE
2,23-12-2011,93511.03,FALSE
2,30-12-2011,57846.27,TRUE
2,06-01-2012,64877.05,FALSE
2,13-01-2012,62505.79,FALSE
2,20-01-2012,61438.15,FALSE
2,27-01-2012,58151.34,FALSE
2,03-02-2012,71322.01,FALSE
2,10-02-2012,69165.6,TRUE
2,17-02-2012,70027.01,FALSE
2,24-02-2012,66451.66,FALSE
2,02-03-2012,70768.55,FALSE
2,09-03-2012,66870.9,FALSE
2,16-03-2012,68851.41,FALSE
2,23-03-2012,63447.81,FALSE
2,30-03-2012,63778.8,FALSE
2,06-04-2012,70382.23,FALSE
2,13-04-2012,61390.48,FALSE
2,20-04-2012,67363.12,FALSE
2,27-04-2012,61562.95,FALSE
2,04-05-2012,67046.93,FALSE
2,11-05-2012,61750.11,FALSE
2,18-05-2012,63948.19,FALSE
2,25-05-2012,66419.23,FALSE
2,01-06-2012,64912.65,FALSE
2,08-06-2012,70841.55,FALSE
2,15-06-2012,66904.1,FALSE
2,22-06-2012,68915.17,FALSE
2,29-06-2012,66611.66,FALSE
2,06-07-2012,70409.25,FALSE
2,13-07-2012,65225.27,FALSE
2,20-07-2012,65537.3,FALSE
2,27-07-2012,66605.41,FALSE
2,03-08-2012,69431.69,FALSE
2,10-08-2012,67146.39,FALSE
2,17-08-2012,68857.79,FALSE
2,24-08-2012,68175.69,FALSE
2,31-08-2012,72899.98,FALSE
2,07-09-2012,66273.96,TRUE
2,14-09-2012,63984.36,FALSE
2,21-09-2012,66350.75,FALSE
2,28-09-2012,61500.04,FALSE
2,05-10-2012,67497.08,FALSE
2,12-10-2012,59664.89,FALSE
2,19-10-2012,64137.69,FALSE
2,26-10-2012,62475.44,FALSE
3,05-02-2010,17566.72,FALSE
3,12-02-2010,15177.3,TRUE
3,19-02-2010,15676.11,FALSE
3,26-02-2010,15112.23,FALSE
3,05-03-2010,16477.28,FALSE
3,12-03-2010,15022.47,FALSE
3,19-03-2010,14631.7,FALSE
3,26-03-2010,14044.59,FALSE
3,02-04-2010,15830.95,FALSE
3,09-04-2010,14848.71,FALSE
3,16-04-2010,14846.32,FALSE
3,23-04-2010,14182.84,FALSE
3,30-04-2010,14019.26,FALSE
3,07-05-2010,16416.91,FALSE
3,14-05-2010,15597.26,FALSE
3,21-05-2010,15098.12,FALSE
3,28-05-2010,14749.03,FALSE
3,04-06-2010,17083.4,FALSE
3,11-06-2010,15351.27,FALSE
3,18-06-2010,14982.99,FALSE
3,25-06-2010,13851.83,FALSE
3,02-07-2010,16314.65,FALSE
3,09-07-2010,15093.18,FALSE
3,16-07-2010,14659.55,FALSE
3,23-07-2010,14224.53,FALSE
3,30-07-2010,14191.77,FALSE
3,06-08-2010,16183.81,FALSE
3,13-08-2010,13947.93,FALSE
3,20-08-2010,14316.56,FALSE
3,27-08-2010,15567.78,FALSE
3,03-09-2010,15961.1,FALSE
3,10-09-2010,14946.42,TRUE
3,17-09-2010,14294.92,FALSE
3,24-09-2010,14200.47,FALSE
3,01-10-2010,14214.86,FALSE
3,08-10-2010,15962.43,FALSE
3,15-10-2010,13618.05,FALSE
3,22-10-2010,14729.64,FALSE
3,29-10-2010,13421.58,FALSE
3,05-11-2010,18340.04,FALSE
3,12-11-2010,13929.33,FALSE
3,19-11-2010,15414.89,FALSE
3,26-11-2010,14051.23,TRUE
3,03-12-2010,16093.58,FALSE
3,10-12-2010,14645.35,FALSE
3,17-12-2010,15027.83,FALSE
3,24-12-2010,16877.14,FALSE
3,31-12-2010,13584.29,TRUE
3,07-01-2011,15543.04,FALSE
3,14-01-2011,13797.81,FALSE
3,21-01-2011,15655.73,FALSE
3,28-01-2011,13876.17,FALSE
3,04-02-2011,17746.76,FALSE
3,11-02-2011,16535.49,TRUE
3,18-02-2011,16948.62,FALSE
3,25-02-2011,16219.96,FALSE
3,04-03-2011,18932.19,FALSE
3,11-03-2011,16948.55,FALSE
3,18-03-2011,16740.65,FALSE
3,25-03-2011,15263.73,FALSE
3,01-04-2011,14053.93,FALSE
3,08-04-2011,15993.94,FALSE
3,15-04-2011,14468.88,FALSE
3,22-04-2011,14481.21,FALSE
3,29-04-2011,15180.97,FALSE
3,06-05-2011,17081.58,FALSE
3,13-05-2011,15045.29,FALSE
3,20-05-2011,16165.1,FALSE
3,27-05-2011,16396.82,FALSE
3,03-06-2011,18860.29,FALSE
3,10-06-2011,17134.57,FALSE
3,17-06-2011,16598.43,FALSE
3,24-06-2011,16371.62,FALSE
3,01-07-2011,17234.09,FALSE
3,08-07-2011,18142.08,FALSE
3,15-07-2011,17280.79,FALSE
3,22-07-2011,16943.33,FALSE
3,29-07-2011,15522.52,FALSE
3,05-08-2011,17813.69,FALSE
3,12-08-2011,15778.28,FALSE
3,19-08-2011,16711.34,FALSE
3,26-08-2011,17076.63,FALSE
3,02-09-2011,18264.92,FALSE
3,09-09-2011,18239.57,TRUE
3,16-09-2011,16869.08,FALSE
3,23-09-2011,16903.48,FALSE
3,30-09-2011,16265.53,FALSE
3,07-10-2011,18304.81,FALSE
3,14-10-2011,16641.16,FALSE
3,21-10-2011,17254,FALSE
3,28-10-2011,15181.86,FALSE
3,04-11-2011,17299.41,FALSE
3,11-11-2011,16030.5,FALSE
3,18-11-2011,16717.85,FALSE
3,25-11-2011,14641.28,TRUE
3,02-12-2011,17134.48,FALSE
3,09-12-2011,17374.19,FALSE
3,16-12-2011,19193.83,FALSE
3,23-12-2011,20953.59,FALSE
3,30-12-2011,16996.31,TRUE
3,06-01-2012,16860.86,FALSE
3,13-01-2012,15991.42,FALSE
3,20-01-2012,16779.65,FALSE
3,27-01-2012,16162.75,FALSE
3,03-02-2012,20418.72,FALSE
3,10-02-2012,20754.94,TRUE
3,17-02-2012,19546.6,FALSE
3,24-02-2012,18270.09,FALSE
3,02-03-2012,22222.09,FALSE
3,09-03-2012,19256.13,FALSE
3,16-03-2012,18206.82,FALSE
3,23-03-2012,17341.51,FALSE
3,30-03-2012,18609.02,FALSE
3,06-04-2012,19899.97,FALSE
3,13-04-2012,18101.45,FALSE
3,20-04-2012,18816.49,FALSE
3,27-04-2012,19008.6,FALSE
3,04-05-2012,20638.49,FALSE
3,11-05-2012,18177.59,FALSE
3,18-05-2012,19237.79,FALSE
3,25-05-2012,18005.1,FALSE
3,01-06-2012,20482.8,FALSE
3,08-06-2012,20543.8,FALSE
3,15-06-2012,19719.88,FALSE
3,22-06-2012,19549.19,FALSE
3,29-06-2012,19623.29,FALSE
3,06-07-2012,20826.61,FALSE
3,13-07-2012,19257.58,FALSE
3,20-07-2012,18253.09,FALSE
3,27-07-2012,18915.8,FALSE
3,03-08-2012,21064.43,FALSE
3,10-08-2012,19509.85,FALSE
3,17-08-2012,19013.37,FALSE
3,24-08-2012,18145.98,FALSE
3,31-08-2012,20118.38,FALSE
3,07-09-2012,19681.7,TRUE
3,14-09-2012,18532.1,FALSE
3,21-09-2012,18270.56,FALSE
3,28-09-2012,17986.75,FALSE
3,05-10-2012,20517.77,FALSE
3,12-10-2012,18120.98,FALSE
3,19-10-2012,19849.1,FALSE
3,26-10-2012,18894.7,FALSE
4,05-02-2010,91481.24,FALSE
4,12-02-2010,85763.19,TRUE
4,19-02-2010,86570.21,FALSE
4,26-02-2010,84405.45,FALSE
4,05-03-2010,87922.48,FALSE
4,12-03-2010,82292.01,FALSE
4,19-03-2010,81217.33,FALSE
4,26-03-2010,75726.7,FALSE
4,02-04-2010,83927.41,FALSE
4,09-04-2010,76007.75,FALSE
4,16-04-2010,84643.38,FALSE
4,23-04-2010,82631.69,FALSE
4,30-04-2010,82676.37,FALSE
4,07-05-2010,86455.24,FALSE
4,14-05-2010,77259.96,FALSE
4,21-05-2010,81805.04,FALSE
4,28-05-2010,82674.48,FALSE
4,04-06-2010,83294.12,FALSE
4,11-06-2010,78179.6,FALSE
4,18-06-2010,86165.93,FALSE
4,25-06-2010,78775.38,FALSE
4,02-07-2010,86804.99,FALSE
4,09-07-2010,81534.25,FALSE
4,16-07-2010,87181.89,FALSE
4,23-07-2010,81652.46,FALSE
4,30-07-2010,85568.43,FALSE
4,06-08-2010,87791.77,FALSE
4,13-08-2010,95845.19,FALSE
4,20-08-2010,99771.88,FALSE
4,27-08-2010,87362.54,FALSE
4,03-09-2010,93677.66,FALSE
4,10-09-2010,87384.43,TRUE
4,17-09-2010,89875.27,FALSE
4,24-09-2010,85159.65,FALSE
4,01-10-2010,88537.23,FALSE
4,08-10-2010,86708.3,FALSE
4,15-10-2010,82889.69,FALSE
4,22-10-2010,86969.56,FALSE
4,29-10-2010,84800.12,FALSE
4,05-11-2010,92919.57,FALSE
4,12-11-2010,86753.2,FALSE
4,19-11-2010,89350.52,FALSE
4,26-11-2010,91281.55,TRUE
4,03-12-2010,89556.97,FALSE
4,10-12-2010,94107.63,FALSE
4,17-12-2010,100225.88,FALSE
4,24-12-2010,116473.44,FALSE
4,31-12-2010,78283.52,TRUE
4,07-01-2011,90467.13,FALSE
4,14-01-2011,88181.29,FALSE
4,21-01-2011,90745.3,FALSE
4,28-01-2011,84516.07,FALSE
4,04-02-2011,94201.14,FALSE
4,11-02-2011,95467.6,TRUE
4,18-02-2011,99214.16,FALSE
4,25-02-2011,100464.89,FALSE
4,04-03-2011,99650,FALSE
4,11-03-2011,90576.52,FALSE
4,18-03-2011,97957.06,FALSE
4,25-03-2011,90527.65,FALSE
4,01-04-2011,87803.95,FALSE
4,08-04-2011,92681.28,FALSE
4,15-04-2011,90248.83,FALSE
4,22-04-2011,103397.79,FALSE
4,29-04-2011,85613.14,FALSE
4,06-05-2011,96111.37,FALSE
4,13-05-2011,89627.89,FALSE
4,20-05-2011,94545.1,FALSE
4,27-05-2011,93786.26,FALSE
4,03-06-2011,95548.42,FALSE
4,10-06-2011,93516.12,FALSE
4,17-06-2011,96510.39,FALSE
4,24-06-2011,90050.58,FALSE
4,01-07-2011,96552.99,FALSE
4,08-07-2011,92967.82,FALSE
4,15-07-2011,96183.71,FALSE
4,22-07-2011,98684.69,FALSE
4,29-07-2011,94034.84,FALSE
4,05-08-2011,104133.38,FALSE
4,12-08-2011,95162.69,FALSE
4,19-08-2011,107974.78,FALSE
4,26-08-2011,96329.83,FALSE
4,02-09-2011,104098.12,FALSE
4,09-09-2011,96952.19,TRUE
4,16-09-2011,96937.39,FALSE
4,23-09-2011,96778.13,FALSE
4,30-09-2011,94264.32,FALSE
4,07-10-2011,105441.07,FALSE
4,14-10-2011,94631.83,FALSE
4,21-10-2011,97077.45,FALSE
4,28-10-2011,89021.14,FALSE
4,04-11-2011,96580.1,FALSE
4,11-11-2011,95843.73,FALSE
4,18-11-2011,96244.02,FALSE
4,25-11-2011,92337.97,TRUE
4,02-12-2011,90896.84,FALSE
4,09-12-2011,96307.24,FALSE
4,16-12-2011,104945.49,FALSE
4,23-12-2011,123735.98,FALSE
4,30-12-2011,81744.17,TRUE
4,06-01-2012,94469.77,FALSE
4,13-01-2012,88422.58,FALSE
4,20-01-2012,91454.16,FALSE
4,27-01-2012,90813.61,FALSE
4,03-02-2012,101578.47,FALSE
4,10-02-2012,105498.09,TRUE
4,17-02-2012,101605.74,FALSE
4,24-02-2012,106364.4,FALSE
4,02-03-2012,106758.96,FALSE
4,09-03-2012,105045.44,FALSE
4,16-03-2012,101053.81,FALSE
4,23-03-2012,94894.85,FALSE
4,30-03-2012,95111.76,FALSE
4,06-04-2012,104332.33,FALSE
4,13-04-2012,90747.71,FALSE
4,20-04-2012,102204.4,FALSE
4,27-04-2012,94450.19,FALSE
4,04-05-2012,102425.54,FALSE
4,11-05-2012,93896.22,FALSE
4,18-05-2012,99759.73,FALSE
4,25-05-2012,102223.65,FALSE
4,01-06-2012,102405.35,FALSE
4,08-06-2012,102099.34,FALSE
4,15-06-2012,99532.65,FALSE
4,22-06-2012,100073.71,FALSE
4,29-06-2012,100415.52,FALSE
4,06-07-2012,104872.78,FALSE
4,13-07-2012,98915.31,FALSE
4,20-07-2012,101996.56,FALSE
4,27-07-2012,98674.89,FALSE
4,03-08-2012,101872.8,FALSE
4,10-08-2012,96870,FALSE
4,17-08-2012,112674.99,FALSE
4,24-08-2012,101654.79,FALSE
4,31-08-2012,101495.5,FALSE
4,07-09-2012,100312.06,TRUE
4,14-09-2012,96606.57,FALSE
4,21-09-2012,95291.41,FALSE
4,28-09-2012,94947.88,FALSE
4,05-10-2012,101963.71,FALSE
4,12-10-2012,91054.12,FALSE
4,19-10-2012,94432.15,FALSE
4,26-10-2012,93534.21,FALSE
5,05-02-2010,11955.45,FALSE
5,12-02-2010,11794.51,TRUE
5,19-02-2010,11707.09,FALSE
5,26-02-2010,11452.33,FALSE
5,05-03-2010,11300.69,FALSE
5,12-03-2010,11348.25,FALSE
5,19-03-2010,10568.97,FALSE
5,26-03-2010,10914.92,FALSE
5,02-04-2010,11377.24,FALSE
5,09-04-2010,11802.96,FALSE
5,16-04-2010,13085.44,FALSE
5,23-04-2010,12205.51,FALSE
5,30-04-2010,12249.8,FALSE
5,07-05-2010,12938.5,FALSE
5,14-05-2010,11263.24,FALSE
5,21-05-2010,14107.81,FALSE
5,28-05-2010,12399.81,FALSE
5,04-06-2010,13567.78,FALSE
5,11-06-2010,12281.09,FALSE
5,18-06-2010,12188.84,FALSE
5,25-06-2010,11676.81,FALSE
5,02-07-2010,11637.73,FALSE
5,09-07-2010,12100.26,FALSE
5,16-07-2010,12002.4,FALSE
5,23-07-2010,12854.37,FALSE
5,30-07-2010,12088.9,FALSE
5,06-08-2010,12467.34,FALSE
5,13-08-2010,12218.48,FALSE
5,20-08-2010,12498.59,FALSE
5,27-08-2010,12321.27,FALSE
5,03-09-2010,13074.35,FALSE
5,10-09-2010,11640.49,TRUE
5,17-09-2010,12059.87,FALSE
5,24-09-2010,12249.03,FALSE
5,01-10-2010,11754.62,FALSE
5,08-10-2010,10998.41,FALSE
5,15-10-2010,10898.81,FALSE
5,22-10-2010,11779.08,FALSE
5,29-10-2010,11692.76,FALSE
5,05-11-2010,12234.58,FALSE
5,12-11-2010,11433.78,FALSE
5,19-11-2010,10301.94,FALSE
5,26-11-2010,11145.8,TRUE
5,03-12-2010,10894.39,FALSE
5,10-12-2010,12491.32,FALSE
5,17-12-2010,12673.86,FALSE
5,24-12-2010,14915.24,FALSE
5,31-12-2010,9999.57,TRUE
5,07-01-2011,10998.63,FALSE
5,14-01-2011,10189.2,FALSE
5,21-01-2011,10598.24,FALSE
5,28-01-2011,10737.69,FALSE
5,04-02-2011,11470.96,FALSE
5,11-02-2011,11579.75,TRUE
5,18-02-2011,12983.57,FALSE
5,25-02-2011,12548.24,FALSE
5,04-03-2011,13478.15,FALSE
5,11-03-2011,11547.79,FALSE
5,18-03-2011,11640.46,FALSE
5,25-03-2011,11728.21,FALSE
5,01-04-2011,12161.13,FALSE
5,08-04-2011,12824.11,FALSE
5,15-04-2011,11663.39,FALSE
5,22-04-2011,12601.23,FALSE
5,29-04-2011,11964.84,FALSE
5,06-05-2011,13090.7,FALSE
5,13-05-2011,11821.98,FALSE
5,20-05-2011,13081.65,FALSE
5,27-05-2011,13005.92,FALSE
5,03-06-2011,13791.92,FALSE
5,10-06-2011,12687.22,FALSE
5,17-06-2011,12213.47,FALSE
5,24-06-2011,11739.48,FALSE
5,01-07-2011,12476.74,FALSE
5,08-07-2011,12708.1,FALSE
5,15-07-2011,12068.92,FALSE
5,22-07-2011,12964.11,FALSE
5,29-07-2011,12265.76,FALSE
5,05-08-2011,12730.58,FALSE
5,12-08-2011,11501.35,FALSE
5,19-08-2011,11474.41,FALSE
5,26-08-2011,13334.31,FALSE
5,02-09-2011,13000.71,FALSE
5,09-09-2011,13799.3,TRUE
5,16-09-2011,12035.27,FALSE
5,23-09-2011,12327.21,FALSE
5,30-09-2011,12330.71,FALSE
5,07-10-2011,12812.93,FALSE
5,14-10-2011,11748.71,FALSE
5,21-10-2011,12322.31,FALSE
5,28-10-2011,11638.29,FALSE
5,04-11-2011,12393.73,FALSE
5,11-11-2011,12275.25,FALSE
5,18-11-2011,11568.77,FALSE
5,25-11-2011,12580.96,TRUE
5,02-12-2011,14037.12,FALSE
5,09-12-2011,12178.82,FALSE
5,16-12-2011,13528.87,FALSE
5,23-12-2011,16430.32,FALSE
5,30-12-2011,12352.45,TRUE
5,06-01-2012,12652.75,FALSE
5,13-01-2012,11954.09,FALSE
5,20-01-2012,11762.25,FALSE
5,27-01-2012,11466.29,FALSE
5,03-02-2012,13081.04,FALSE
5,10-02-2012,13324.14,TRUE
5,17-02-2012,12760.09,FALSE
5,24-02-2012,14104.45,FALSE
5,02-03-2012,13797.98,FALSE
5,09-03-2012,12629.58,FALSE
5,16-03-2012,13651.44,FALSE
5,23-03-2012,12105.17,FALSE
5,30-03-2012,11590.52,FALSE
5,06-04-2012,13415.25,FALSE
5,13-04-2012,11752.46,FALSE
5,20-04-2012,12458.91,FALSE
5,27-04-2012,12600.3,FALSE
5,04-05-2012,13703.34,FALSE
5,11-05-2012,12292.68,FALSE
5,18-05-2012,12121.68,FALSE
5,25-05-2012,13372.55,FALSE
5,01-06-2012,13043.85,FALSE
5,08-06-2012,13640.91,FALSE
5,15-06-2012,12374.49,FALSE
5,22-06-2012,12594.58,FALSE
5,29-06-2012,13397.65,FALSE
5,06-07-2012,13490.35,FALSE
5,13-07-2012,12380.57,FALSE
5,20-07-2012,12409.06,FALSE
5,27-07-2012,11566.52,FALSE
5,03-08-2012,12728.16,FALSE
5,10-08-2012,12468.23,FALSE
5,17-08-2012,12920.22,FALSE
5,24-08-2012,12570.74,FALSE
5,31-08-2012,13689.86,FALSE
5,07-09-2012,13696.73,TRUE
5,14-09-2012,11075.94,FALSE
5,21-09-2012,12396.17,FALSE
5,28-09-2012,12027.59,FALSE
5,05-10-2012,13455.98,FALSE
5,12-10-2012,11901.2,FALSE
5,19-10-2012,11869.45,FALSE
5,26-10-2012,11523.89,FALSE
6,05-02-2010,50810.04,FALSE
6,12-02-2010,46456.01,TRUE
6,19-02-2010,48127.95,FALSE
6,26-02-2010,46128.34,FALSE
6,05-03-2010,52939.75,FALSE
6,12-03-2010,48955.65,FALSE
6,19-03-2010,50273.44,FALSE
6,26-03-2010,44998.39,FALSE
6,02-04-2010,51797.78,FALSE
6,09-04-2010,51779.46,FALSE
6,16-04-2010,49805.92,FALSE
6,23-04-2010,49073.93,FALSE
6,30-04-2010,48575.8,FALSE
6,07-05-2010,52276.48,FALSE
6,14-05-2010,47697,FALSE
6,21-05-2010,51024.65,FALSE
6,28-05-2010,52574.74,FALSE
6,04-06-2010,58382.3,FALSE
6,11-06-2010,56333.49,FALSE
6,18-06-2010,54016.51,FALSE
